Date,RELIANCE.NS_Open,RELIANCE.NS_High,RELIANCE.NS_Low,RELIANCE.NS_Close,RELIANCE.NS_Volume,RELIANCE.NS_return_1d,RELIANCE.NS_return_3d,RELIANCE.NS_return_5d,RELIANCE.NS_return_7d,RELIANCE.NS_return_10d,RELIANCE.NS_sma_5,RELIANCE.NS_price_to_sma_5,RELIANCE.NS_sma_5_slope,RELIANCE.NS_sma_10,RELIANCE.NS_price_to_sma_10,RELIANCE.NS_sma_10_slope,RELIANCE.NS_sma_20,RELIANCE.NS_price_to_sma_20,RELIANCE.NS_sma_20_slope,RELIANCE.NS_sma_50,RELIANCE.NS_price_to_sma_50,RELIANCE.NS_sma_50_slope,RELIANCE.NS_volatility_10d,RELIANCE.NS_rolling_max_10d,RELIANCE.NS_rolling_min_10d,RELIANCE.NS_price_range_10d,RELIANCE.NS_volatility_20d,RELIANCE.NS_rolling_max_20d,RELIANCE.NS_rolling_min_20d,RELIANCE.NS_price_range_20d,RELIANCE.NS_volatility_30d,RELIANCE.NS_rolling_max_30d,RELIANCE.NS_rolling_min_30d,RELIANCE.NS_price_range_30d,RELIANCE.NS_rsi_14,RELIANCE.NS_rsi_overbought,RELIANCE.NS_rsi_oversold,RELIANCE.NS_macd,RELIANCE.NS_macd_signal,RELIANCE.NS_macd_diff,RELIANCE.NS_macd_cross,RELIANCE.NS_roc_10,RELIANCE.NS_roc_20,RELIANCE.NS_momentum_10,RELIANCE.NS_bb_high,RELIANCE.NS_bb_low,RELIANCE.NS_bb_mid,RELIANCE.NS_bb_width,RELIANCE.NS_bb_position,RELIANCE.NS_bb_squeeze,RELIANCE.NS_volume_sma_20,RELIANCE.NS_volume_ratio,RELIANCE.NS_volume_change,RELIANCE.NS_volume_trend,RELIANCE.NS_high_volume,RELIANCE.NS_adx,RELIANCE.NS_adx_strong_trend,RELIANCE.NS_stoch_k,RELIANCE.NS_stoch_d,RELIANCE.NS_stoch_overbought,RELIANCE.NS_stoch_oversold,RELIANCE.NS_williams_r,RELIANCE.NS_atr,RELIANCE.NS_atr_percent,RELIANCE.NS_ema_12,RELIANCE.NS_ema_26,RELIANCE.NS_ema_cross,RELIANCE.NS_close_lag_1,RELIANCE.NS_return_lag_1,RELIANCE.NS_close_lag_2,RELIANCE.NS_return_lag_2,RELIANCE.NS_close_lag_3,RELIANCE.NS_return_lag_3,RELIANCE.NS_close_lag_5,RELIANCE.NS_return_lag_5,RELIANCE.NS_close_lag_10,RELIANCE.NS_return_lag_10,RELIANCE.NS_day_of_week,RELIANCE.NS_month,RELIANCE.NS_quarter,RELIANCE.NS_is_month_end,RELIANCE.NS_is_quarter_end,RELIANCE.NS_rsi_vol_interaction,RELIANCE.NS_return_volume_interaction,RELIANCE.NS_rsi_macd_interaction,RELIANCE.NS_vol_return_interaction,RELIANCE.NS_rsi_bb_interaction,RELIANCE.NS_macd_volume_interaction,RELIANCE.NS_adx_vol_interaction,RELIANCE.NS_fib_236,RELIANCE.NS_fib_382,RELIANCE.NS_fib_500,RELIANCE.NS_fib_618,RELIANCE.NS_fib_786,RELIANCE.NS_dist_to_fib_236,RELIANCE.NS_dist_to_fib_382,RELIANCE.NS_dist_to_fib_500,RELIANCE.NS_dist_to_fib_618,RELIANCE.NS_dist_to_fib_786,RELIANCE.NS_ichimoku_tenkan,RELIANCE.NS_ichimoku_kijun,RELIANCE.NS_ichimoku_senkou_a,RELIANCE.NS_ichimoku_senkou_b,RELIANCE.NS_ichimoku_chikou,RELIANCE.NS_ichimoku_above_cloud,RELIANCE.NS_ichimoku_below_cloud,future_close,target
2021-03-22,939.0560976937982,940.416353017528,921.9163888767762,935.1565551757812,18572478,-0.009414105900771408,0.0034299037810217037,-0.022049578296676864,-0.05479043962693053,-0.053380474001581635,934.9254028320313,1.0002472414837054,-45.447399902343705,957.6491027832031,0.9765127461174954,-20.626556396484375,956.9009246826172,0.9772762582353569,-0.31513061523435226,920.4006201171875,1.0160320785710846,4.893431396484402,0.017478738600894814,993.5132446289062,910.9888305664062,0.09058773422193392,0.022136038120750864,998.5009765625,910.5352783203125,0.09660877544960153,0.019989523920044487,998.5009765625,884.8484497070312,0.12844292928704176,47.66230553423704,0,0,4.756775212159596,12.552349133868221,-7.795573921708625,-1,-5.338047400158166,-0.8604630366675626,-52.73406982421875,1012.4544240856676,901.3474252795668,956.9009246826172,0.11611128795068575,0.3042934311925455,1,22006578.85,0.8439511714470783,-0.555548679484445,554265.5500000007,0,23.754948253272527,0,31.954963536377424,25.095449681096984,0,0,-68.04503646362257,29.002410159702546,3.101342764394243,949.3654673711414,944.6086921589819,1,944.0438842773438,0.03628480679657242,910.9888305664062,-0.022502243563903956,931.9600219726562,-0.021541396420917236,956.2412719726562,-0.013426220928625332,987.890625,0.0013098515647971265,0,3,1,0,0,1.055054612228746,-0.007945045703082881,226.71887351963588,0.00020839100709226153,14.50332648956044,4.014486012612515,0.5258404400909048,931.2951831054687,944.1381750488281,954.5181274414062,964.8980798339844,979.6763171386718,0.004129118326702762,-0.009604402410843994,-0.020704097253518804,-0.03180379209619362,-0.04760674746542541,951.7295372236194,955.5383670131383,891.2417711768755,895.5266880259378,888.2944946289062,1,0,946.5377197265625,1
2021-03-23,934.9525516306611,956.6038970524451,932.2546489163942,946.5377197265625,17421165,0.012170330719268652,0.039022310666590565,-0.006236368896782141,-0.023437575270293,-0.04728223318239699,933.73740234375,1.013708690848929,-38.42829589843757,952.9515502929687,0.9932695103287944,-25.27423095703125,958.7010467529296,0.9873127007970173,-0.05667724609384095,921.7953735351563,1.0268414736087441,5.262523193359357,0.018043789862686246,993.4905395507812,910.9888305664062,0.09056281066923692,0.020727095154759765,998.5009765625,910.9888305664062,0.09606280896076758,0.019947930115655314,998.5009765625,886.9795532226562,0.125731673221388,50.65111867398361,0,0,4.178846182061648,10.877648543506906,-6.698802361445258,-1,-4.7282233182396975,3.953986436710571,-46.97552490234375,1010.3223031201085,907.0797903857508,958.7010467529296,0.1076899968807113,0.3821868365635065,1,21687420.35,0.8032843334454021,-0.06199027399574786,330971.950000003,0,22.66044662417595,0,42.031277210361736,37.936533607082715,0,0,-57.968722789638264,28.670041443727424,3.028938080989491,948.9304292719754,944.7515830899138,1,935.1565551757812,-0.009414105900771408,944.0438842773438,0.03628480679657242,910.9888305664062,-0.022502243563903956,952.4777221679688,-0.003935774281027982,993.5132446289062,0.005691540628707026,1,3,1,0,0,1.0498505564506875,0.00977623599963782,211.66323388792784,0.0002522556028831772,19.358190814412545,3.3568016699282537,0.4696852334286496,931.6416970214843,944.4184703369141,954.7449035644531,965.0713367919922,979.773377319336,0.01573737886471271,0.0022389486921457597,-0.008670741447326083,-0.019580431586797925,-0.03511287178536809,951.7295372236194,955.5383670131383,893.5939736010574,895.5266880259378,869.0463256835938,1,0,928.3097534179688,0
2021-03-24,943.0235744782575,943.0235744782575,925.181100240172,928.3097534179688,16822814,-0.019257517084326548,-0.016666736707287022,-0.003916765170850378,-0.029209697775402277,-0.06560785788889822,933.0073486328125,0.9949651037350055,-26.852246093749955,946.4334716796875,0.9808505100421336,-29.495697021484375,959.2417633056641,0.967753687265346,0.578125,923.1561193847656,1.0055826245691117,6.0383422851562045,0.018510558749035587,989.3642578125,910.9888305664062,0.08603335695934265,0.021218358498637502,998.5009765625,910.9888305664062,0.09606280896076758,0.02033749734271208,998.5009765625,895.2093505859375,0.1153826486608473,46.10949885490538,0,0,2.22434782124742,9.146988399055008,-6.922640577807588,-1,-6.5607857888898256,1.1786795651614246,-65.1807861328125,1009.3289877966515,909.1545388146767,959.2417633056641,0.10443086697639337,0.1912185671891123,1,21246355.65,0.791797627655734,-0.034346210485923345,478.44999999925494,0,21.936766597109717,0,25.893147817302342,33.29312952134716,0,0,-74.10685218269765,28.1476541610605,3.0321403020298874,945.7580176021282,943.5336697808808,1,946.5377197265625,0.012170330719268652,935.1565551757812,-0.009414105900771408,944.0438842773438,0.03628480679657242,931.9600219726562,-0.021541396420917236,993.4905395507812,-2.2853322034444012e-05,2,3,1,0,0,0.9783678768958978,-0.015248056341909528,102.5635633167192,0.0004086129012888771,8.816992304843021,1.761233327944908,0.4654621779584102,931.6416970214843,944.4184703369141,954.7449035644531,965.0713367919922,979.773377319336,-0.003589258425054364,-0.017352739061109953,-0.028476648068332885,-0.03960055707555581,-0.05543798684855126,949.7571334020506,955.5383670131383,898.7007506137475,895.5266880259378,870.6333618164062,1,0,902.9857177734375,0
2021-03-25,931.3478510950881,931.3478510950881,900.0610755416413,902.9857177734375,22001648,-0.02727972592261363,-0.03440155257885846,-0.008785083334109434,-0.05196132491359562,-0.08730711601614438,931.4067260742188,0.969485931865048,-12.777783203124955,937.7956176757813,0.96288114462657,-29.382336425781205,957.6649536132812,0.9429035847730062,0.6824066162108693,923.4680798339843,0.9778201732059553,5.960350341796811,0.01958310165560867,969.2546997070312,902.9857177734375,0.07338873763917149,0.021669797983946495,998.5009765625,902.9857177734375,0.1057771534023616,0.020954732664662492,998.5009765625,902.9857177734375,0.1057771534023616,40.65544041294429,0,0,-1.3524539979997598,7.0470999196440545,-8.399553917643814,-1,-8.730711601614436,-3.374580462533097,-86.3785400390625,1012.5240372759707,902.8058699505917,957.6649536132812,0.11456842699673936,0.0016391799756590698,1,21806054.9,1.0089696692453984,0.30784588119443046,714953.3999999985,0,22.17768398995252,0,3.472513662782533,23.798979563482202,0,1,-96.52748633721747,28.37187711765952,3.1420072941594555,939.1776637823297,940.5301177803294,-1,928.3097534179688,-0.019257517084326548,946.5377197265625,0.012170330719268652,935.1565551757812,-0.009414105900771408,910.9888305664062,-0.022502243563903956,989.3642578125,-0.0041533175948982315,3,3,1,0,0,0.880995180696877,-0.027524416041244594,-54.98461292692751,0.0005911461498004657,0.06664158382649878,-1.3645850630314345,0.48058593181407555,925.5273188476563,939.4725466308594,950.7433471679688,962.0141477050781,978.0607111816406,-0.024963408202957352,-0.040406872599702125,-0.0528885767011808,-0.06537028080265948,-0.0831408425742562,936.7210081781047,955.5383670131383,899.4262270624083,895.5266880259378,875.5757446289062,1,0,904.4366455078125,1
2021-03-26,912.3036747318539,913.0745041101142,894.937285828174,904.4366455078125,20180202,0.0016068113878398016,-0.04447902428115835,-0.041954870349962814,-0.02953278661737624,-0.06687411907191243,923.4852783203125,0.9793731061450738,-15.657067871093659,931.3138122558594,0.9711405904278987,-31.608697509765648,954.2710174560547,0.9477775484776922,-3.0357330322266307,923.9745617675782,0.9788544868352335,4.945570068359416,0.019391352809507247,956.2412719726562,902.9857177734375,0.058977183305329715,0.019327680560446602,998.5009765625,902.9857177734375,0.1057771534023616,0.019496967461225412,998.5009765625,902.9857177734375,0.1057771534023616,41.08542185016011,0,0,-4.023635501528133,4.832952835409618,-8.856588336937751,-1,-6.687411907191245,-6.981142675818552,-64.81805419921875,1013.323261057322,895.2187738547873,954.2710174560547,0.12376409326292215,0.07804844567182016,0,21072280.35,0.9576657895973749,-0.08278679851618387,-1175848.75,0,22.56729908283082,0,8.113845598731114,12.49316902627199,0,1,-91.88615440126888,27.640830057965278,3.0561377842497555,933.8328917400963,937.8565272416245,-1,902.9857177734375,-0.02727972592261363,928.3097534179688,-0.019257517084326548,946.5377197265625,0.012170330719268652,944.0438842773438,0.03628480679657242,969.2546997070312,-0.020325737408314448,4,3,1,0,0,0.7940859092110876,0.0015387882964696573,-165.31276195156389,3.105593722505556e-05,3.2066533151760344,-3.8532980696229693,0.4361735477850137,925.5273188476563,939.4725466308594,950.7433471679688,962.0141477050781,978.0607111816406,-0.02331912737569586,-0.0387378168466132,-0.05119949737790258,-0.06366117790919196,-0.08140323154695986,929.4660864438296,953.4752476617343,903.0026604689053,895.5266880259378,875.9158325195312,1,0,920.1480712890625,1
2021-03-30,910.4899757979094,929.035337372419,903.0310289019577,920.1480712890625,20441701,0.017371505079196048,-0.008791981446769848,-0.01604916717276028,0.010054174557729167,-0.03774486810126498,920.4835815429688,0.9996355065308782,-14.441821289062545,927.7044921875,0.9918547113201751,-29.944610595703125,952.9900756835938,0.965537936613901,-3.9108489990234148,924.5975769042968,0.9951876300280474,4.196956787109343,0.020616562038964115,952.4777221679688,902.9857177734375,0.05480928814308111,0.019002882886798893,998.5009765625,902.9857177734375,0.1057771534023616,0.019738638352582417,998.5009765625,902.9857177734375,0.1057771534023616,45.67548979722857,0,0,-4.817255016027389,2.9029112651222166,-7.720166281149606,-1,-3.774486810126497,-2.7087895830032633,-36.09320068359375,1013.8096065782722,892.1705447889153,952.9900756835938,0.12763937935251154,0.23000445817804835,0,20220304.65,1.010949209412629,0.012958195363951264,-1786274.200000003,0,22.06786966189313,0,23.032327134843737,11.539562132119123,0,0,-76.96767286515626,27.52393565885785,2.9912507038458234,931.7275347476295,936.5447897636569,-1,904.4366455078125,0.0016068113878398016,902.9857177734375,-0.02727972592261363,928.3097534179688,-0.019257517084326548,935.1565551757812,-0.009414105900771408,956.2412719726562,-0.013426220928625332,1,3,1,0,0,0.8679659834139123,0.017561709326120712,-220.03048233520715,0.00033010867658739464,10.505566282828534,-4.87000014999191,0.4193531427460975,925.5273188476563,939.4725466308594,950.7433471679688,962.0141477050781,978.0607111816406,-0.00584606730855591,-0.021001484374927444,-0.033250383099803084,-0.04549928182467873,-0.0629383918736542,925.7705914403095,953.4752476617343,905.2414753798454,895.5266880259378,873.3992919921875,1,0,908.26806640625,0
2021-03-31,915.0242469485529,929.4886608125947,906.4089968537622,908.26806640625,16250796,-0.012910970802959443,0.0058498695259960876,-0.040431197323407164,-0.03789635044188633,-0.046415422358741965,912.8296508789062,0.9950028086091811,-20.907751464843727,923.2835266113282,0.9837368914615118,-29.668023681640534,950.7546539306641,0.9553127745956713,-7.9463928222655795,925.1929296875,0.9817066659956354,3.397556152343782,0.02082471021775021,946.5377197265625,902.9857177734375,0.04823110830646865,0.01905561129931109,998.5009765625,902.9857177734375,0.1057771534023616,0.01986455036038376,998.5009765625,902.9857177734375,0.1057771534023616,42.950586201208075,0,0,-6.331831891075581,1.055962633882657,-7.387794524958238,-1,-4.641542235874196,-4.691451991719766,-44.20965576171875,1014.6220046077004,886.8873032536277,950.7546539306641,0.13435085573968494,0.16738414014337535,0,20148806.25,0.806538898551372,-0.20501742981173632,-1538614.1000000015,0,21.580328935555933,0,12.17887081358101,14.441681182385281,0,1,-87.82112918641899,27.206487680284614,2.995424884630448,928.1183857720328,934.4502176631083,-1,920.1480712890625,0.017371505079196048,904.4366455078125,0.0016068113878398016,902.9857177734375,-0.02727972592261363,946.5377197265625,0.012170330719268652,952.4777221679688,-0.003935774281027982,2,3,1,1,1,0.8184496757277756,-0.010413200170647832,-271.95589144920007,0.0002460264411179495,7.1892469399431365,-5.106868719240549,0.4112263599072297,925.5273188476563,939.4725466308594,950.7433471679688,962.0141477050781,978.0607111816406,-0.01900237724936874,-0.03435602481112909,-0.04676513722405871,-0.05917424963698833,-0.07684146052997284,925.7705914403095,953.4752476617343,905.2414753798454,895.5266880259378,876.5506591796875,1,0,916.7699584960938,1
2021-04-01,915.0242884490825,920.465429845356,908.2907755247039,916.7699584960938,11723312,0.009360553788358095,0.013636458727694034,-0.012430974552821716,-0.01966151718439424,-0.016299050515503954,910.5216918945313,1.0068622929658728,-22.48565673828125,921.7645202636719,0.9945815209223399,-24.668951416015602,948.8468444824218,0.9661938212970236,-10.394918823242278,925.536630859375,0.9905280114573733,2.3805114746094205,0.020309138548260216,946.5377197265625,902.9857177734375,0.04823110830646865,0.0192115328297026,998.5009765625,902.9857177734375,0.1057771534023616,0.019785989480504373,998.5009765625,902.9857177734375,0.1057771534023616,45.45831259797243,0,0,-6.768094952495289,-0.5088488833929321,-6.259246069102357,-1,-1.6299050515503954,-3.9957214561877494,-15.1900634765625,1014.3601344932417,883.3335544716019,948.8468444824218,0.13809033647902613,0.25518794750629686,0,19877433.85,0.5897799529087604,-0.27860075284927577,-1368921.799999997,0,21.127612546814248,0,20.691837234345154,18.634345060923295,0,0,-79.30816276565486,26.134407377343283,2.8507050362137973,926.3724738834268,933.1405688359221,-1,908.26806640625,-0.012910970802959443,920.1480712890625,0.017371505079196048,904.4366455078125,0.0016068113878398016,928.3097534179688,-0.019257517084326548,931.9600219726562,-0.021541396420917236,3,4,2,0,0,0.8733238648588307,0.0055206669724977555,-307.66617604329025,0.0001798305864092386,11.600413488976223,-3.991686722364691,0.40589382205635854,925.5273188476563,939.4725466308594,950.7433471679688,962.0141477050781,978.0607111816406,-0.009552407635529895,-0.02476366936369496,-0.037057702815225656,-0.049351736266756346,-0.06685510592656273,925.7705914403095,953.4752476617343,905.2414753798454,895.5266880259378,867.4819946289062,1,0,903.5071411132812,0
2021-04-05,918.1756272004715,918.1982951252521,889.677488179083,903.5071411132812,14875099,-0.01446689789505029,-0.018085056845762337,0.0005774436179670772,-0.045461028880826815,-0.008212712606446848,910.6259765625,0.9921824814661103,-20.780749511718795,921.0163513183594,0.9809892515154426,-16.779266357421875,944.0971527099609,0.9570065310755688,-13.56780090332029,925.3207971191406,0.9764258448812854,1.8527172851562455,0.019527898443161686,946.5377197265625,902.9857177734375,0.04823110830646865,0.015786543568458693,993.5132446289062,902.9857177734375,0.10025355337700086,0.019813496811587138,998.5009765625,902.9857177734375,0.1057771534023616,42.33219951294477,0,0,-8.090769735398908,-2.0252330537941274,-6.06553668160478,-1,-0.8212712606446851,-9.513644721335204,-7.481689453125,1008.2826966751204,879.9116087448015,944.0971527099609,0.1359723282310928,0.18380721663189192,0,19024965.75,0.781872577089922,0.2688478307154156,-2781089.1499999985,0,21.437636059056643,0,16.327614005584202,16.39944068450345,0,1,-83.6723859944158,26.304864489402274,2.911417441260067,922.8547303803275,930.9455001157264,-1,916.7699584960938,0.009360553788358095,908.26806640625,-0.012910970802959443,920.1480712890625,0.017371505079196048,902.9857177734375,-0.02727972592261363,910.9888305664062,-0.022502243563903956,0,4,2,0,0,0.6682791119597885,-0.011311270739699737,-342.5000786522019,0.00022838231392065478,7.780963766380308,-6.32595098365749,0.3384261756510588,924.3502141113281,937.5672330322266,948.2494812011719,958.9317293701172,974.140353881836,-0.023069073889515138,-0.03769764550723665,-0.04952073763662799,-0.061343829766019334,-0.07817670669600026,923.140692615764,950.8453488371888,910.3368972022265,895.5266880259378,878.432373046875,0,0,899.74365234375,0
2021-04-06,908.6762538058488,909.1070043382359,892.8061280725167,899.74365234375,14009194,-0.004165422273136654,-0.009385350402363657,-0.005188857823676063,-0.030772165184132172,-0.046926030316382095,909.6873779296875,0.9890690738080065,-13.797900390625045,916.586328125,0.9816245614139761,-14.727484130859352,939.7544189453125,0.9574242314854272,-14.516598510742142,924.6823657226563,0.973029967583067,0.7078039550781341,0.014591933261463233,946.5377197265625,899.74365234375,0.05200822174284667,0.015699202435674717,993.5132446289062,899.74365234375,0.10421812039562049,0.019787204584302998,998.5009765625,899.74365234375,0.10976162372637606,41.46089578443573,0,0,-9.335072219455355,-3.4872008869263733,-5.847871332528982,-1,-4.69260303163821,-8.803448461241466,-44.30023193359375,1003.6020761679316,875.9067617226934,939.7544189453125,0.13588157913484544,0.1866700491291633,0,18653637.75,0.7510167286271011,-0.05821171341447884,-2418642.6000000015,0,21.7255150347103,0,13.544828420147436,16.85475988669226,0,1,-86.45517157985256,25.590293901996343,2.8441760978625377,919.2991799131618,928.6342521326171,-1,903.5071411132812,-0.01446689789505029,916.7699584960938,0.009360553788358095,908.26806640625,-0.012910970802959443,904.4366455078125,0.0016068113878398016,944.0438842773438,0.03628480679657242,1,4,2,0,0,0.650902996084269,-0.0031283018089215534,-387.0404564310196,6.539380749604068e-05,7.739507453019737,-7.010795399753094,0.3410732585492116,921.8732761230468,935.5636365966797,946.6284484863281,957.6932603759766,973.4465518798828,-0.024595476413366377,-0.039811321991127,-0.052109060197810246,-0.0644067984044935,-0.08191544263095771,923.140692615764,950.8453488371888,912.9101335381895,895.5266880259378,888.8839721679688,0,0,908.1548461914062,1
